base_design_id,city,design_id,energy_design_id,design_schema_version,room_type,room_width_m,room_depth_m,room_height_m,floor_area_m2,volume_m3,aspect_ratio,orientation,orientation_deg,window_wall_ratio,shading_depth_m,glazing_type,wall_u_category,wall_u_value_w_m2k,roof_u_value_w_m2k,floor_u_value_w_m2k,glazing_u_value,shgc,vlt,energy_simulation_ready
base_0214,Bursa,Bursa_base_0214,cg2_bursa_0214,classguard_v2_paired_1,classroom,7.6118,8.4744,3.1747,64.505754,204.784223,1.11332,N,0,0.27398,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0214,Erzurum,Erzurum_base_0214,cg2_erzurum_0214,classguard_v2_paired_1,classroom,7.6118,8.4744,3.1747,64.505754,204.784223,1.11332,N,0,0.27398,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0214,Istanbul,Istanbul_base_0214,cg2_istanbul_0214,classguard_v2_paired_1,classroom,7.6118,8.4744,3.1747,64.505754,204.784223,1.11332,N,0,0.27398,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0214,Izmir,Izmir_base_0214,cg2_izmir_0214,classguard_v2_paired_1,classroom,7.6118,8.4744,3.1747,64.505754,204.784223,1.11332,N,0,0.27398,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0215,Ankara,Ankara_base_0215,cg2_ankara_0215,classguard_v2_paired_1,classroom,8.1154,10.2143,3.3839,82.892962,280.499949,1.258629,E,90,0.28044,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0215,Antalya,Antalya_base_0215,cg2_antalya_0215,classguard_v2_paired_1,classroom,8.1154,10.2143,3.3839,82.892962,280.499949,1.258629,E,90,0.28044,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0215,Bursa,Bursa_base_0215,cg2_bursa_0215,classguard_v2_paired_1,classroom,8.1154,10.2143,3.3839,82.892962,280.499949,1.258629,E,90,0.28044,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0215,Erzurum,Erzurum_base_0215,cg2_erzurum_0215,classguard_v2_paired_1,classroom,8.1154,10.2143,3.3839,82.892962,280.499949,1.258629,E,90,0.28044,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0215,Istanbul,Istanbul_base_0215,cg2_istanbul_0215,classguard_v2_paired_1,classroom,8.1154,10.2143,3.3839,82.892962,280.499949,1.258629,E,90,0.28044,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0215,Izmir,Izmir_base_0215,cg2_izmir_0215,classguard_v2_paired_1,classroom,8.1154,10.2143,3.3839,82.892962,280.499949,1.258629,E,90,0.28044,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0216,Ankara,Ankara_base_0216,cg2_ankara_0216,classguard_v2_paired_1,classroom,8.1389,8.2636,3.5418,67.256382,238.211226,1.015317,W,270,0.35225,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0216,Antalya,Antalya_base_0216,cg2_antalya_0216,classguard_v2_paired_1,classroom,8.1389,8.2636,3.5418,67.256382,238.211226,1.015317,W,270,0.35225,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0216,Bursa,Bursa_base_0216,cg2_bursa_0216,classguard_v2_paired_1,classroom,8.1389,8.2636,3.5418,67.256382,238.211226,1.015317,W,270,0.35225,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0216,Erzurum,Erzurum_base_0216,cg2_erzurum_0216,classguard_v2_paired_1,classroom,8.1389,8.2636,3.5418,67.256382,238.211226,1.015317,W,270,0.35225,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0216,Istanbul,Istanbul_base_0216,cg2_istanbul_0216,classguard_v2_paired_1,classroom,8.1389,8.2636,3.5418,67.256382,238.211226,1.015317,W,270,0.35225,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0216,Izmir,Izmir_base_0216,cg2_izmir_0216,classguard_v2_paired_1,classroom,8.1389,8.2636,3.5418,67.256382,238.211226,1.015317,W,270,0.35225,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0217,Ankara,Ankara_base_0217,cg2_ankara_0217,classguard_v2_paired_1,classroom,6.1944,9.3034,3.4914,57.62907,201.205351,1.5019,N,0,0.21458,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0217,Antalya,Antalya_base_0217,cg2_antalya_0217,classguard_v2_paired_1,classroom,6.1944,9.3034,3.4914,57.62907,201.205351,1.5019,N,0,0.21458,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0217,Bursa,Bursa_base_0217,cg2_bursa_0217,classguard_v2_paired_1,classroom,6.1944,9.3034,3.4914,57.62907,201.205351,1.5019,N,0,0.21458,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0217,Erzurum,Erzurum_base_0217,cg2_erzurum_0217,classguard_v2_paired_1,classroom,6.1944,9.3034,3.4914,57.62907,201.205351,1.5019,N,0,0.21458,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0217,Istanbul,Istanbul_base_0217,cg2_istanbul_0217,classguard_v2_paired_1,classroom,6.1944,9.3034,3.4914,57.62907,201.205351,1.5019,N,0,0.21458,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0217,Izmir,Izmir_base_0217,cg2_izmir_0217,classguard_v2_paired_1,classroom,6.1944,9.3034,3.4914,57.62907,201.205351,1.5019,N,0,0.21458,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0218,Ankara,Ankara_base_0218,cg2_ankara_0218,classguard_v2_paired_1,classroom,6.8731,10.231,3.4711,70.318833,244.081857,1.48854,E,90,0.20338,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0218,Antalya,Antalya_base_0218,cg2_antalya_0218,classguard_v2_paired_1,classroom,6.8731,10.231,3.4711,70.318833,244.081857,1.48854,E,90,0.20338,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0218,Bursa,Bursa_base_0218,cg2_bursa_0218,classguard_v2_paired_1,classroom,6.8731,10.231,3.4711,70.318833,244.081857,1.48854,E,90,0.20338,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0218,Erzurum,Erzurum_base_0218,cg2_erzurum_0218,classguard_v2_paired_1,classroom,6.8731,10.231,3.4711,70.318833,244.081857,1.48854,E,90,0.20338,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0218,Istanbul,Istanbul_base_0218,cg2_istanbul_0218,classguard_v2_paired_1,classroom,6.8731,10.231,3.4711,70.318833,244.081857,1.48854,E,90,0.20338,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0218,Izmir,Izmir_base_0218,cg2_izmir_0218,classguard_v2_paired_1,classroom,6.8731,10.231,3.4711,70.318833,244.081857,1.48854,E,90,0.20338,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0219,Ankara,Ankara_base_0219,cg2_ankara_0219,classguard_v2_paired_1,classroom,8.3311,10.3121,3.558,85.911472,305.673054,1.237788,W,270,0.27341,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0219,Antalya,Antalya_base_0219,cg2_antalya_0219,classguard_v2_paired_1,classroom,8.3311,10.3121,3.558,85.911472,305.673054,1.237788,W,270,0.27341,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0219,Bursa,Bursa_base_0219,cg2_bursa_0219,classguard_v2_paired_1,classroom,8.3311,10.3121,3.558,85.911472,305.673054,1.237788,W,270,0.27341,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0219,Erzurum,Erzurum_base_0219,cg2_erzurum_0219,classguard_v2_paired_1,classroom,8.3311,10.3121,3.558,85.911472,305.673054,1.237788,W,270,0.27341,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0219,Istanbul,Istanbul_base_0219,cg2_istanbul_0219,classguard_v2_paired_1,classroom,8.3311,10.3121,3.558,85.911472,305.673054,1.237788,W,270,0.27341,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0219,Izmir,Izmir_base_0219,cg2_izmir_0219,classguard_v2_paired_1,classroom,8.3311,10.3121,3.558,85.911472,305.673054,1.237788,W,270,0.27341,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0220,Ankara,Ankara_base_0220,cg2_ankara_0220,classguard_v2_paired_1,classroom,6.0621,8.8053,3.6429,53.378834,194.456292,1.452523,W,270,0.32111,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0220,Antalya,Antalya_base_0220,cg2_antalya_0220,classguard_v2_paired_1,classroom,6.0621,8.8053,3.6429,53.378834,194.456292,1.452523,W,270,0.32111,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0220,Bursa,Bursa_base_0220,cg2_bursa_0220,classguard_v2_paired_1,classroom,6.0621,8.8053,3.6429,53.378834,194.456292,1.452523,W,270,0.32111,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0220,Erzurum,Erzurum_base_0220,cg2_erzurum_0220,classguard_v2_paired_1,classroom,6.0621,8.8053,3.6429,53.378834,194.456292,1.452523,W,270,0.32111,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0220,Istanbul,Istanbul_base_0220,cg2_istanbul_0220,classguard_v2_paired_1,classroom,6.0621,8.8053,3.6429,53.378834,194.456292,1.452523,W,270,0.32111,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0220,Izmir,Izmir_base_0220,cg2_izmir_0220,classguard_v2_paired_1,classroom,6.0621,8.8053,3.6429,53.378834,194.456292,1.452523,W,270,0.32111,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0221,Ankara,Ankara_base_0221,cg2_ankara_0221,classguard_v2_paired_1,classroom,7.8063,7.5119,3.3694,58.640153,197.581084,0.962277,W,270,0.44006,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0221,Antalya,Antalya_base_0221,cg2_antalya_0221,classguard_v2_paired_1,classroom,7.8063,7.5119,3.3694,58.640153,197.581084,0.962277,W,270,0.44006,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0221,Bursa,Bursa_base_0221,cg2_bursa_0221,classguard_v2_paired_1,classroom,7.8063,7.5119,3.3694,58.640153,197.581084,0.962277,W,270,0.44006,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0221,Erzurum,Erzurum_base_0221,cg2_erzurum_0221,classguard_v2_paired_1,classroom,7.8063,7.5119,3.3694,58.640153,197.581084,0.962277,W,270,0.44006,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0221,Istanbul,Istanbul_base_0221,cg2_istanbul_0221,classguard_v2_paired_1,classroom,7.8063,7.5119,3.3694,58.640153,197.581084,0.962277,W,270,0.44006,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0221,Izmir,Izmir_base_0221,cg2_izmir_0221,classguard_v2_paired_1,classroom,7.8063,7.5119,3.3694,58.640153,197.581084,0.962277,W,270,0.44006,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0222,Ankara,Ankara_base_0222,cg2_ankara_0222,classguard_v2_paired_1,classroom,6.3668,7.0407,3.3418,44.827308,149.805071,1.105844,N,0,0.22085,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0222,Antalya,Antalya_base_0222,cg2_antalya_0222,classguard_v2_paired_1,classroom,6.3668,7.0407,3.3418,44.827308,149.805071,1.105844,N,0,0.22085,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0222,Bursa,Bursa_base_0222,cg2_bursa_0222,classguard_v2_paired_1,classroom,6.3668,7.0407,3.3418,44.827308,149.805071,1.105844,N,0,0.22085,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0222,Erzurum,Erzurum_base_0222,cg2_erzurum_0222,classguard_v2_paired_1,classroom,6.3668,7.0407,3.3418,44.827308,149.805071,1.105844,N,0,0.22085,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0222,Istanbul,Istanbul_base_0222,cg2_istanbul_0222,classguard_v2_paired_1,classroom,6.3668,7.0407,3.3418,44.827308,149.805071,1.105844,N,0,0.22085,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0222,Izmir,Izmir_base_0222,cg2_izmir_0222,classguard_v2_paired_1,classroom,6.3668,7.0407,3.3418,44.827308,149.805071,1.105844,N,0,0.22085,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0223,Ankara,Ankara_base_0223,cg2_ankara_0223,classguard_v2_paired_1,classroom,6.6462,8.8838,3.0611,59.043906,180.738414,1.336673,S,180,0.31294,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0223,Antalya,Antalya_base_0223,cg2_antalya_0223,classguard_v2_paired_1,classroom,6.6462,8.8838,3.0611,59.043906,180.738414,1.336673,S,180,0.31294,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0223,Bursa,Bursa_base_0223,cg2_bursa_0223,classguard_v2_paired_1,classroom,6.6462,8.8838,3.0611,59.043906,180.738414,1.336673,S,180,0.31294,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0223,Erzurum,Erzurum_base_0223,cg2_erzurum_0223,classguard_v2_paired_1,classroom,6.6462,8.8838,3.0611,59.043906,180.738414,1.336673,S,180,0.31294,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0223,Istanbul,Istanbul_base_0223,cg2_istanbul_0223,classguard_v2_paired_1,classroom,6.6462,8.8838,3.0611,59.043906,180.738414,1.336673,S,180,0.31294,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0223,Izmir,Izmir_base_0223,cg2_izmir_0223,classguard_v2_paired_1,classroom,6.6462,8.8838,3.0611,59.043906,180.738414,1.336673,S,180,0.31294,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0224,Ankara,Ankara_base_0224,cg2_ankara_0224,classguard_v2_paired_1,classroom,6.4182,8.1553,3.5773,52.342286,187.241959,1.270648,S,180,0.26405,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0224,Antalya,Antalya_base_0224,cg2_antalya_0224,classguard_v2_paired_1,classroom,6.4182,8.1553,3.5773,52.342286,187.241959,1.270648,S,180,0.26405,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0224,Bursa,Bursa_base_0224,cg2_bursa_0224,classguard_v2_paired_1,classroom,6.4182,8.1553,3.5773,52.342286,187.241959,1.270648,S,180,0.26405,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0224,Erzurum,Erzurum_base_0224,cg2_erzurum_0224,classguard_v2_paired_1,classroom,6.4182,8.1553,3.5773,52.342286,187.241959,1.270648,S,180,0.26405,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0224,Istanbul,Istanbul_base_0224,cg2_istanbul_0224,classguard_v2_paired_1,classroom,6.4182,8.1553,3.5773,52.342286,187.241959,1.270648,S,180,0.26405,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0224,Izmir,Izmir_base_0224,cg2_izmir_0224,classguard_v2_paired_1,classroom,6.4182,8.1553,3.5773,52.342286,187.241959,1.270648,S,180,0.26405,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0225,Ankara,Ankara_base_0225,cg2_ankara_0225,classguard_v2_paired_1,classroom,7.4158,7.9446,3.7619,58.915382,221.634008,1.071309,N,0,0.26118,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0225,Antalya,Antalya_base_0225,cg2_antalya_0225,classguard_v2_paired_1,classroom,7.4158,7.9446,3.7619,58.915382,221.634008,1.071309,N,0,0.26118,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0225,Bursa,Bursa_base_0225,cg2_bursa_0225,classguard_v2_paired_1,classroom,7.4158,7.9446,3.7619,58.915382,221.634008,1.071309,N,0,0.26118,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0225,Erzurum,Erzurum_base_0225,cg2_erzurum_0225,classguard_v2_paired_1,classroom,7.4158,7.9446,3.7619,58.915382,221.634008,1.071309,N,0,0.26118,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0225,Istanbul,Istanbul_base_0225,cg2_istanbul_0225,classguard_v2_paired_1,classroom,7.4158,7.9446,3.7619,58.915382,221.634008,1.071309,N,0,0.26118,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0225,Izmir,Izmir_base_0225,cg2_izmir_0225,classguard_v2_paired_1,classroom,7.4158,7.9446,3.7619,58.915382,221.634008,1.071309,N,0,0.26118,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0226,Ankara,Ankara_base_0226,cg2_ankara_0226,classguard_v2_paired_1,classroom,6.5916,7.729,3.2462,50.946491,165.384553,1.172541,W,270,0.36567,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0226,Antalya,Antalya_base_0226,cg2_antalya_0226,classguard_v2_paired_1,classroom,6.5916,7.729,3.2462,50.946491,165.384553,1.172541,W,270,0.36567,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0226,Bursa,Bursa_base_0226,cg2_bursa_0226,classguard_v2_paired_1,classroom,6.5916,7.729,3.2462,50.946491,165.384553,1.172541,W,270,0.36567,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0226,Erzurum,Erzurum_base_0226,cg2_erzurum_0226,classguard_v2_paired_1,classroom,6.5916,7.729,3.2462,50.946491,165.384553,1.172541,W,270,0.36567,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0226,Istanbul,Istanbul_base_0226,cg2_istanbul_0226,classguard_v2_paired_1,classroom,6.5916,7.729,3.2462,50.946491,165.384553,1.172541,W,270,0.36567,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0226,Izmir,Izmir_base_0226,cg2_izmir_0226,classguard_v2_paired_1,classroom,6.5916,7.729,3.2462,50.946491,165.384553,1.172541,W,270,0.36567,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0227,Ankara,Ankara_base_0227,cg2_ankara_0227,classguard_v2_paired_1,classroom,6.4287,7.3858,3.7312,47.481151,177.16024,1.148867,S,180,0.40531,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0227,Antalya,Antalya_base_0227,cg2_antalya_0227,classguard_v2_paired_1,classroom,6.4287,7.3858,3.7312,47.481151,177.16024,1.148867,S,180,0.40531,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0227,Bursa,Bursa_base_0227,cg2_bursa_0227,classguard_v2_paired_1,classroom,6.4287,7.3858,3.7312,47.481151,177.16024,1.148867,S,180,0.40531,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0227,Erzurum,Erzurum_base_0227,cg2_erzurum_0227,classguard_v2_paired_1,classroom,6.4287,7.3858,3.7312,47.481151,177.16024,1.148867,S,180,0.40531,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0227,Istanbul,Istanbul_base_0227,cg2_istanbul_0227,classguard_v2_paired_1,classroom,6.4287,7.3858,3.7312,47.481151,177.16024,1.148867,S,180,0.40531,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0227,Izmir,Izmir_base_0227,cg2_izmir_0227,classguard_v2_paired_1,classroom,6.4287,7.3858,3.7312,47.481151,177.16024,1.148867,S,180,0.40531,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0228,Ankara,Ankara_base_0228,cg2_ankara_0228,classguard_v2_paired_1,classroom,7.2725,9.3536,3.6053,68.023329,245.243578,1.286162,W,270,0.22829,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0228,Antalya,Antalya_base_0228,cg2_antalya_0228,classguard_v2_paired_1,classroom,7.2725,9.3536,3.6053,68.023329,245.243578,1.286162,W,270,0.22829,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0228,Bursa,Bursa_base_0228,cg2_bursa_0228,classguard_v2_paired_1,classroom,7.2725,9.3536,3.6053,68.023329,245.243578,1.286162,W,270,0.22829,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0228,Erzurum,Erzurum_base_0228,cg2_erzurum_0228,classguard_v2_paired_1,classroom,7.2725,9.3536,3.6053,68.023329,245.243578,1.286162,W,270,0.22829,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0228,Istanbul,Istanbul_base_0228,cg2_istanbul_0228,classguard_v2_paired_1,classroom,7.2725,9.3536,3.6053,68.023329,245.243578,1.286162,W,270,0.22829,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0228,Izmir,Izmir_base_0228,cg2_izmir_0228,classguard_v2_paired_1,classroom,7.2725,9.3536,3.6053,68.023329,245.243578,1.286162,W,270,0.22829,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0229,Ankara,Ankara_base_0229,cg2_ankara_0229,classguard_v2_paired_1,classroom,7.1369,7.4258,3.0539,52.996605,161.847552,1.040483,E,90,0.27036,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0229,Antalya,Antalya_base_0229,cg2_antalya_0229,classguard_v2_paired_1,classroom,7.1369,7.4258,3.0539,52.996605,161.847552,1.040483,E,90,0.27036,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0229,Bursa,Bursa_base_0229,cg2_bursa_0229,classguard_v2_paired_1,classroom,7.1369,7.4258,3.0539,52.996605,161.847552,1.040483,E,90,0.27036,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0229,Erzurum,Erzurum_base_0229,cg2_erzurum_0229,classguard_v2_paired_1,classroom,7.1369,7.4258,3.0539,52.996605,161.847552,1.040483,E,90,0.27036,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0229,Istanbul,Istanbul_base_0229,cg2_istanbul_0229,classguard_v2_paired_1,classroom,7.1369,7.4258,3.0539,52.996605,161.847552,1.040483,E,90,0.27036,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0229,Izmir,Izmir_base_0229,cg2_izmir_0229,classguard_v2_paired_1,classroom,7.1369,7.4258,3.0539,52.996605,161.847552,1.040483,E,90,0.27036,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0230,Ankara,Ankara_base_0230,cg2_ankara_0230,classguard_v2_paired_1,classroom,8.2814,7.8972,3.1895,65.400144,208.596537,0.953606,S,180,0.26864,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0230,Antalya,Antalya_base_0230,cg2_antalya_0230,classguard_v2_paired_1,classroom,8.2814,7.8972,3.1895,65.400144,208.596537,0.953606,S,180,0.26864,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0230,Bursa,Bursa_base_0230,cg2_bursa_0230,classguard_v2_paired_1,classroom,8.2814,7.8972,3.1895,65.400144,208.596537,0.953606,S,180,0.26864,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0230,Erzurum,Erzurum_base_0230,cg2_erzurum_0230,classguard_v2_paired_1,classroom,8.2814,7.8972,3.1895,65.400144,208.596537,0.953606,S,180,0.26864,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0230,Istanbul,Istanbul_base_0230,cg2_istanbul_0230,classguard_v2_paired_1,classroom,8.2814,7.8972,3.1895,65.400144,208.596537,0.953606,S,180,0.26864,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0230,Izmir,Izmir_base_0230,cg2_izmir_0230,classguard_v2_paired_1,classroom,8.2814,7.8972,3.1895,65.400144,208.596537,0.953606,S,180,0.26864,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0231,Ankara,Ankara_base_0231,cg2_ankara_0231,classguard_v2_paired_1,classroom,6.7504,9.9054,3.234,66.865569,216.244313,1.467389,W,270,0.33109,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0231,Antalya,Antalya_base_0231,cg2_antalya_0231,classguard_v2_paired_1,classroom,6.7504,9.9054,3.234,66.865569,216.244313,1.467389,W,270,0.33109,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0231,Bursa,Bursa_base_0231,cg2_bursa_0231,classguard_v2_paired_1,classroom,6.7504,9.9054,3.234,66.865569,216.244313,1.467389,W,270,0.33109,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0231,Erzurum,Erzurum_base_0231,cg2_erzurum_0231,classguard_v2_paired_1,classroom,6.7504,9.9054,3.234,66.865569,216.244313,1.467389,W,270,0.33109,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0231,Istanbul,Istanbul_base_0231,cg2_istanbul_0231,classguard_v2_paired_1,classroom,6.7504,9.9054,3.234,66.865569,216.244313,1.467389,W,270,0.33109,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0231,Izmir,Izmir_base_0231,cg2_izmir_0231,classguard_v2_paired_1,classroom,6.7504,9.9054,3.234,66.865569,216.244313,1.467389,W,270,0.33109,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0232,Ankara,Ankara_base_0232,cg2_ankara_0232,classguard_v2_paired_1,classroom,7.8924,9.2641,3.4827,73.115721,254.642989,1.173794,S,180,0.32017,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
