base_design_id,city,design_id,energy_design_id,design_schema_version,room_type,room_width_m,room_depth_m,room_height_m,floor_area_m2,volume_m3,aspect_ratio,orientation,orientation_deg,window_wall_ratio,shading_depth_m,glazing_type,wall_u_category,wall_u_value_w_m2k,roof_u_value_w_m2k,floor_u_value_w_m2k,glazing_u_value,shgc,vlt,energy_simulation_ready
base_0262,Sanliurfa,Sanliurfa_base_0262,ext_sanliurfa_0262,classguard_v2_external_frozen_1,classroom,7.7854,9.8753,3.5384,76.883219,272.045088,1.268435,W,270,0.32138,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0263,Sanliurfa,Sanliurfa_base_0263,ext_sanliurfa_0263,classguard_v2_external_frozen_1,classroom,8.2065,8.0952,3.2479,66.433224,215.76592,0.986446,E,90,0.35273,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0264,Sanliurfa,Sanliurfa_base_0264,ext_sanliurfa_0264,classguard_v2_external_frozen_1,classroom,7.1047,9.2919,3.0656,66.016222,202.37644,1.307839,N,0,0.42434,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0265,Sanliurfa,Sanliurfa_base_0265,ext_sanliurfa_0265,classguard_v2_external_frozen_1,classroom,8.0213,10.0978,3.6594,80.997371,296.399046,1.258879,W,270,0.3014,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0266,Sanliurfa,Sanliurfa_base_0266,ext_sanliurfa_0266,classguard_v2_external_frozen_1,classroom,6.0794,9.7329,3.533,59.16982,209.045569,1.600978,W,270,0.23261,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0267,Sanliurfa,Sanliurfa_base_0267,ext_sanliurfa_0267,classguard_v2_external_frozen_1,classroom,7.5745,9.5325,3.1214,72.203859,225.374406,1.258501,S,180,0.35048,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0268,Sanliurfa,Sanliurfa_base_0268,ext_sanliurfa_0268,classguard_v2_external_frozen_1,classroom,7.6431,8.4604,3.3283,64.663993,215.21809,1.106928,E,90,0.34651,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0269,Sanliurfa,Sanliurfa_base_0269,ext_sanliurfa_0269,classguard_v2_external_frozen_1,classroom,6.5698,10.2999,3.3807,67.668067,228.768668,1.56776,N,0,0.32969,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0270,Sanliurfa,Sanliurfa_base_0270,ext_sanliurfa_0270,classguard_v2_external_frozen_1,classroom,7.004,9.1854,3.7895,64.334516,243.796288,1.31144,E,90,0.27667,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0271,Sanliurfa,Sanliurfa_base_0271,ext_sanliurfa_0271,classguard_v2_external_frozen_1,classroom,7.3245,9.3299,3.6502,68.337011,249.440472,1.273803,N,0,0.4247,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0272,Sanliurfa,Sanliurfa_base_0272,ext_sanliurfa_0272,classguard_v2_external_frozen_1,classroom,6.8928,10.0188,3.5308,69.057666,243.828269,1.453511,N,0,0.42066,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0273,Sanliurfa,Sanliurfa_base_0273,ext_sanliurfa_0273,classguard_v2_external_frozen_1,classroom,8.454,9.9505,3.6277,84.121742,305.17061,1.177009,W,270,0.37173,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0274,Sanliurfa,Sanliurfa_base_0274,ext_sanliurfa_0274,classguard_v2_external_frozen_1,classroom,6.7314,7.5948,3.187,51.123162,162.929783,1.128267,N,0,0.34743,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0275,Sanliurfa,Sanliurfa_base_0275,ext_sanliurfa_0275,classguard_v2_external_frozen_1,classroom,7.8777,10.3812,3.5889,81.780409,293.500845,1.317797,N,0,0.40854,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0276,Sanliurfa,Sanliurfa_base_0276,ext_sanliurfa_0276,classguard_v2_external_frozen_1,classroom,7.3406,8.4289,3.0086,61.87347,186.153533,1.148252,E,90,0.41149,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0277,Sanliurfa,Sanliurfa_base_0277,ext_sanliurfa_0277,classguard_v2_external_frozen_1,classroom,7.0935,10.2263,3.7184,72.54074,269.737157,1.441637,W,270,0.22266,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0278,Sanliurfa,Sanliurfa_base_0278,ext_sanliurfa_0278,classguard_v2_external_frozen_1,classroom,6.9356,8.4032,3.4578,58.281718,201.529303,1.211608,N,0,0.29856,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0279,Sanliurfa,Sanliurfa_base_0279,ext_sanliurfa_0279,classguard_v2_external_frozen_1,classroom,8.1061,7.0957,3.4608,57.519077,199.064459,0.875354,E,90,0.36524,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0280,Sanliurfa,Sanliurfa_base_0280,ext_sanliurfa_0280,classguard_v2_external_frozen_1,classroom,7.635,7.3007,3.3318,55.741227,185.715901,0.956211,N,0,0.40776,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0281,Sanliurfa,Sanliurfa_base_0281,ext_sanliurfa_0281,classguard_v2_external_frozen_1,classroom,6.4221,10.438,3.5365,67.033248,237.065966,1.625325,E,90,0.32875,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0282,Sanliurfa,Sanliurfa_base_0282,ext_sanliurfa_0282,classguard_v2_external_frozen_1,classroom,6.963,7.4478,3.6387,51.859194,188.702337,1.069635,W,270,0.3429,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0283,Sanliurfa,Sanliurfa_base_0283,ext_sanliurfa_0283,classguard_v2_external_frozen_1,classroom,7.1758,8.7116,3.489,62.512687,218.10402,1.214035,W,270,0.2515,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0284,Sanliurfa,Sanliurfa_base_0284,ext_sanliurfa_0284,classguard_v2_external_frozen_1,classroom,7.8992,9.066,3.6404,71.613567,260.70184,1.147714,N,0,0.34592,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0285,Sanliurfa,Sanliurfa_base_0285,ext_sanliurfa_0285,classguard_v2_external_frozen_1,classroom,6.7644,7.1129,3.191,48.114406,153.534822,1.051515,N,0,0.42784,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0286,Sanliurfa,Sanliurfa_base_0286,ext_sanliurfa_0286,classguard_v2_external_frozen_1,classroom,6.9413,9.607,3.2776,66.684873,218.567562,1.384049,E,90,0.41992,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0287,Sanliurfa,Sanliurfa_base_0287,ext_sanliurfa_0287,classguard_v2_external_frozen_1,classroom,6.927,7.9409,3.032,55.006571,166.777357,1.146373,N,0,0.34175,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0288,Sanliurfa,Sanliurfa_base_0288,ext_sanliurfa_0288,classguard_v2_external_frozen_1,classroom,6.3165,7.982,3.2254,50.418683,162.61795,1.263668,W,270,0.37968,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0289,Sanliurfa,Sanliurfa_base_0289,ext_sanliurfa_0289,classguard_v2_external_frozen_1,classroom,6.221,7.8156,3.2277,48.620826,156.932417,1.25632,S,180,0.43271,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0290,Sanliurfa,Sanliurfa_base_0290,ext_sanliurfa_0290,classguard_v2_external_frozen_1,classroom,7.2024,9.7552,3.3811,70.261335,237.559117,1.354432,W,270,0.43564,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0291,Sanliurfa,Sanliurfa_base_0291,ext_sanliurfa_0291,classguard_v2_external_frozen_1,classroom,8.4058,10.3716,3.4835,87.181574,303.696942,1.233852,E,90,0.36478,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0292,Sanliurfa,Sanliurfa_base_0292,ext_sanliurfa_0292,classguard_v2_external_frozen_1,classroom,6.624,7.8734,3.0253,52.15338,157.778864,1.188612,N,0,0.43168,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0293,Sanliurfa,Sanliurfa_base_0293,ext_sanliurfa_0293,classguard_v2_external_frozen_1,classroom,8.3463,8.7884,3.182,73.350527,233.402454,1.052975,E,90,0.31397,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0294,Sanliurfa,Sanliurfa_base_0294,ext_sanliurfa_0294,classguard_v2_external_frozen_1,classroom,6.5111,9.976,3.4366,64.954596,223.222731,1.532162,E,90,0.25392,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0295,Sanliurfa,Sanliurfa_base_0295,ext_sanliurfa_0295,classguard_v2_external_frozen_1,classroom,6.2707,7.8436,3.7615,49.184216,185.006848,1.250834,N,0,0.38319,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0296,Sanliurfa,Sanliurfa_base_0296,ext_sanliurfa_0296,classguard_v2_external_frozen_1,classroom,6.1787,9.8449,3.4172,60.828708,207.862539,1.59335,W,270,0.43742,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0297,Sanliurfa,Sanliurfa_base_0297,ext_sanliurfa_0297,classguard_v2_external_frozen_1,classroom,8.428,8.3784,3.5125,70.61319,248.029189,0.994123,W,270,0.32724,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0298,Sanliurfa,Sanliurfa_base_0298,ext_sanliurfa_0298,classguard_v2_external_frozen_1,classroom,8.0618,9.5569,3.0112,77.045544,231.995982,1.185454,W,270,0.41791,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0299,Sanliurfa,Sanliurfa_base_0299,ext_sanliurfa_0299,classguard_v2_external_frozen_1,classroom,8.1332,7.8091,3.439,63.512891,218.41942,0.960157,S,180,0.37832,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0300,Sanliurfa,Sanliurfa_base_0300,ext_sanliurfa_0300,classguard_v2_external_frozen_1,classroom,6.4092,8.5201,3.5264,54.606557,192.562269,1.329358,E,90,0.3742,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0301,Sanliurfa,Sanliurfa_base_0301,ext_sanliurfa_0301,classguard_v2_external_frozen_1,classroom,7.3543,10.4908,3.3331,77.152254,257.159404,1.426497,N,0,0.30986,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0302,Sanliurfa,Sanliurfa_base_0302,ext_sanliurfa_0302,classguard_v2_external_frozen_1,classroom,6.5262,9.246,3.2397,60.340639,195.483815,1.416753,N,0,0.36208,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0303,Sanliurfa,Sanliurfa_base_0303,ext_sanliurfa_0303,classguard_v2_external_frozen_1,classroom,7.3197,9.6572,3.1445,70.688382,222.276807,1.319343,N,0,0.35082,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0304,Sanliurfa,Sanliurfa_base_0304,ext_sanliurfa_0304,classguard_v2_external_frozen_1,classroom,8.4667,9.1604,3.5673,77.558415,276.677257,1.081924,W,270,0.21601,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0305,Sanliurfa,Sanliurfa_base_0305,ext_sanliurfa_0305,classguard_v2_external_frozen_1,classroom,8.3712,9.4855,3.1974,79.405078,253.888241,1.133114,W,270,0.2949,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0306,Sanliurfa,Sanliurfa_base_0306,ext_sanliurfa_0306,classguard_v2_external_frozen_1,classroom,7.1951,8.9375,3.0531,64.306328,196.33557,1.242153,W,270,0.27235,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0307,Sanliurfa,Sanliurfa_base_0307,ext_sanliurfa_0307,classguard_v2_external_frozen_1,classroom,7.604,8.6308,3.7994,65.6282,249.344585,1.13503,N,0,0.34722,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0308,Sanliurfa,Sanliurfa_base_0308,ext_sanliurfa_0308,classguard_v2_external_frozen_1,classroom,6.7137,9.2961,3.4039,62.411791,212.445835,1.384639,N,0,0.28105,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0309,Sanliurfa,Sanliurfa_base_0309,ext_sanliurfa_0309,classguard_v2_external_frozen_1,classroom,7.1258,8.5898,3.4588,61.209357,211.709665,1.20546,N,0,0.4062,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0310,Sanliurfa,Sanliurfa_base_0310,ext_sanliurfa_0310,classguard_v2_external_frozen_1,classroom,6.9104,8.6109,3.1665,59.504717,188.419955,1.24607,E,90,0.2228,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0311,Sanliurfa,Sanliurfa_base_0311,ext_sanliurfa_0311,classguard_v2_external_frozen_1,classroom,6.7797,9.6787,3.49,65.618898,229.011418,1.427592,S,180,0.32205,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0312,Sanliurfa,Sanliurfa_base_0312,ext_sanliurfa_0312,classguard_v2_external_frozen_1,classroom,6.2861,9.4744,3.0607,59.557563,182.286051,1.5072,E,90,0.39949,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0313,Sanliurfa,Sanliurfa_base_0313,ext_sanliurfa_0313,classguard_v2_external_frozen_1,classroom,7.8676,8.1981,3.2608,64.499259,210.317224,1.042004,S,180,0.20181,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0314,Sanliurfa,Sanliurfa_base_0314,ext_sanliurfa_0314,classguard_v2_external_frozen_1,classroom,6.9058,10.3293,3.7257,71.332522,265.766794,1.49574,S,180,0.27004,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0315,Sanliurfa,Sanliurfa_base_0315,ext_sanliurfa_0315,classguard_v2_external_frozen_1,classroom,7.9017,9.31,3.5161,73.564696,258.659211,1.178232,E,90,0.31102,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0316,Sanliurfa,Sanliurfa_base_0316,ext_sanliurfa_0316,classguard_v2_external_frozen_1,classroom,8.1544,10.4034,3.3609,84.8336,285.120712,1.275804,N,0,0.31302,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0317,Sanliurfa,Sanliurfa_base_0317,ext_sanliurfa_0317,classguard_v2_external_frozen_1,classroom,7.8158,10.4281,3.1753,81.503754,258.801303,1.334224,S,180,0.32602,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0318,Sanliurfa,Sanliurfa_base_0318,ext_sanliurfa_0318,classguard_v2_external_frozen_1,classroom,6.3203,8.1682,3.1415,51.625893,162.184475,1.292371,S,180,0.39475,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0319,Sanliurfa,Sanliurfa_base_0319,ext_sanliurfa_0319,classguard_v2_external_frozen_1,classroom,7.8491,9.8909,3.6944,77.634978,286.813806,1.260124,E,90,0.38506,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0320,Sanliurfa,Sanliurfa_base_0320,ext_sanliurfa_0320,classguard_v2_external_frozen_1,classroom,6.8589,8.1752,3.2244,56.07268,180.803502,1.191921,E,90,0.25958,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0321,Sanliurfa,Sanliurfa_base_0321,ext_sanliurfa_0321,classguard_v2_external_frozen_1,classroom,6.0165,7.8487,3.5735,47.221601,168.748152,1.304517,W,270,0.38043,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0322,Sanliurfa,Sanliurfa_base_0322,ext_sanliurfa_0322,classguard_v2_external_frozen_1,classroom,6.9941,9.3092,3.2319,65.109468,210.429375,1.331007,N,0,0.21524,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0323,Sanliurfa,Sanliurfa_base_0323,ext_sanliurfa_0323,classguard_v2_external_frozen_1,classroom,7.903,7.2792,3.7318,57.528064,214.681077,0.921067,E,90,0.26946,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0324,Sanliurfa,Sanliurfa_base_0324,ext_sanliurfa_0324,classguard_v2_external_frozen_1,classroom,7.2984,8.7803,3.309,64.0819,212.04813,1.203047,E,90,0.41613,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0325,Sanliurfa,Sanliurfa_base_0325,ext_sanliurfa_0325,classguard_v2_external_frozen_1,classroom,8.1133,7.6043,3.4595,61.695432,213.433316,0.937264,W,270,0.28363,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0326,Sanliurfa,Sanliurfa_base_0326,ext_sanliurfa_0326,classguard_v2_external_frozen_1,classroom,7.7724,10.3387,3.5193,80.355825,282.796721,1.330182,E,90,0.3497,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0327,Sanliurfa,Sanliurfa_base_0327,ext_sanliurfa_0327,classguard_v2_external_frozen_1,classroom,8.2501,8.6147,3.5169,71.072076,249.952271,1.044198,S,180,0.29967,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0328,Sanliurfa,Sanliurfa_base_0328,ext_sanliurfa_0328,classguard_v2_external_frozen_1,classroom,6.107,10.0679,3.7356,61.485006,229.682485,1.648577,S,180,0.29038,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0329,Sanliurfa,Sanliurfa_base_0329,ext_sanliurfa_0329,classguard_v2_external_frozen_1,classroom,8.1731,9.0508,3.4351,73.972696,254.105971,1.107395,S,180,0.33097,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0330,Sanliurfa,Sanliurfa_base_0330,ext_sanliurfa_0330,classguard_v2_external_frozen_1,classroom,6.2822,7.1842,3.7704,45.132208,170.165218,1.143578,W,270,0.24554,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0331,Sanliurfa,Sanliurfa_base_0331,ext_sanliurfa_0331,classguard_v2_external_frozen_1,classroom,8.1752,7.0432,3.7369,57.579484,215.16966,0.86154,N,0,0.27147,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0332,Sanliurfa,Sanliurfa_base_0332,ext_sanliurfa_0332,classguard_v2_external_frozen_1,classroom,6.5223,10.3039,3.7968,67.205582,255.164778,1.57979,E,90,0.3532,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0333,Sanliurfa,Sanliurfa_base_0333,ext_sanliurfa_0333,classguard_v2_external_frozen_1,classroom,8.3627,10.1159,3.7669,84.595808,318.667872,1.209648,N,0,0.336,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0334,Sanliurfa,Sanliurfa_base_0334,ext_sanliurfa_0334,classguard_v2_external_frozen_1,classroom,7.5559,8.1438,3.5431,61.533487,218.016484,1.07781,W,270,0.24782,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0335,Sanliurfa,Sanliurfa_base_0335,ext_sanliurfa_0335,classguard_v2_external_frozen_1,classroom,6.5141,8.6991,3.267,56.666477,185.129722,1.33543,W,270,0.36312,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0336,Sanliurfa,Sanliurfa_base_0336,ext_sanliurfa_0336,classguard_v2_external_frozen_1,classroom,7.4392,9.0623,3.7455,67.416002,252.503852,1.218185,N,0,0.43412,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0337,Sanliurfa,Sanliurfa_base_0337,ext_sanliurfa_0337,classguard_v2_external_frozen_1,classroom,7.0716,7.3612,3.6041,52.056058,187.616149,1.040951,N,0,0.31963,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0338,Sanliurfa,Sanliurfa_base_0338,ext_sanliurfa_0338,classguard_v2_external_frozen_1,classroom,8.1036,10.4342,3.1802,84.55511,268.89846,1.287598,N,0,0.21141,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0339,Sanliurfa,Sanliurfa_base_0339,ext_sanliurfa_0339,classguard_v2_external_frozen_1,classroom,6.9452,8.2927,3.6681,57.594341,211.260835,1.194031,S,180,0.42554,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0340,Sanliurfa,Sanliurfa_base_0340,ext_sanliurfa_0340,classguard_v2_external_frozen_1,classroom,8.2946,7.1706,3.5207,59.477492,209.403824,0.864487,W,270,0.40111,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0341,Sanliurfa,Sanliurfa_base_0341,ext_sanliurfa_0341,classguard_v2_external_frozen_1,classroom,6.9951,7.1478,3.6019,50.000013,180.094185,1.021826,N,0,0.31513,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0342,Sanliurfa,Sanliurfa_base_0342,ext_sanliurfa_0342,classguard_v2_external_frozen_1,classroom,6.0372,10.4807,3.2038,63.274274,202.718829,1.736031,W,270,0.41523,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0343,Sanliurfa,Sanliurfa_base_0343,ext_sanliurfa_0343,classguard_v2_external_frozen_1,classroom,6.7366,8.2413,3.4821,55.518586,193.322311,1.223359,W,270,0.44762,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0344,Sanliurfa,Sanliurfa_base_0344,ext_sanliurfa_0344,classguard_v2_external_frozen_1,classroom,8.4511,9.4794,3.4259,80.11203,274.453244,1.121674,W,270,0.22807,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0345,Sanliurfa,Sanliurfa_base_0345,ext_sanliurfa_0345,classguard_v2_external_frozen_1,classroom,6.8054,9.1315,3.1504,62.14317,195.778211,1.341805,W,270,0.31189,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0346,Sanliurfa,Sanliurfa_base_0346,ext_sanliurfa_0346,classguard_v2_external_frozen_1,classroom,6.8104,9.5834,3.2567,65.266943,212.55561,1.407157,W,270,0.25597,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
base_0347,Sanliurfa,Sanliurfa_base_0347,ext_sanliurfa_0347,classguard_v2_external_frozen_1,classroom,6.3523,9.9808,3.2073,63.400738,203.342774,1.571226,W,270,0.37797,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0348,Sanliurfa,Sanliurfa_base_0348,ext_sanliurfa_0348,classguard_v2_external_frozen_1,classroom,8.3078,9.7777,3.7502,81.231883,304.635633,1.176932,E,90,0.36044,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0349,Sanliurfa,Sanliurfa_base_0349,ext_sanliurfa_0349,classguard_v2_external_frozen_1,classroom,6.3784,9.9301,3.714,63.337935,235.235281,1.556842,S,180,0.27483,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0350,Sanliurfa,Sanliurfa_base_0350,ext_sanliurfa_0350,classguard_v2_external_frozen_1,classroom,6.8876,9.7019,3.0829,66.823151,206.011038,1.408608,W,270,0.43538,0.0,high_performance_double,medium_insulation,0.5,0.35,0.45,1.2,0.4,0.62,1
base_0351,Sanliurfa,Sanliurfa_base_0351,ext_sanliurfa_0351,classguard_v2_external_frozen_1,classroom,7.5106,9.092,3.6905,68.286799,252.013441,1.21056,W,270,0.35234,0.0,low_e_double,high_insulation,0.3,0.2,0.3,1.6,0.55,0.7,1
base_0352,Sanliurfa,Sanliurfa_base_0352,ext_sanliurfa_0352,classguard_v2_external_frozen_1,classroom,8.4354,7.6096,3.0153,64.189602,193.552917,0.902098,N,0,0.42683,0.0,clear_double,low_insulation,0.8,0.6,0.7,2.8,0.7,0.78,1
base_0353,Sanliurfa,Sanliurfa_base_0353,ext_sanliurfa_0353,classguard_v2_external_frozen_1,classroom,7.6278,8.3821,3.7831,63.936719,241.876361,1.098883,E,90,0.27875,0.0,high_performance_double,high_insulation,0.3,0.2,0.3,1.2,0.4,0.62,1
base_0354,Sanliurfa,Sanliurfa_base_0354,ext_sanliurfa_0354,classguard_v2_external_frozen_1,classroom,8.0561,9.7048,3.6163,78.183041,282.729632,1.204646,S,180,0.30965,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0355,Sanliurfa,Sanliurfa_base_0355,ext_sanliurfa_0355,classguard_v2_external_frozen_1,classroom,7.0018,10.2856,3.3292,72.018131,239.763011,1.468996,W,270,0.40484,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0356,Sanliurfa,Sanliurfa_base_0356,ext_sanliurfa_0356,classguard_v2_external_frozen_1,classroom,6.5088,8.5697,3.5415,55.778596,197.54181,1.316642,S,180,0.42857,0.0,low_e_double,low_insulation,0.8,0.6,0.7,1.6,0.55,0.7,1
base_0357,Sanliurfa,Sanliurfa_base_0357,ext_sanliurfa_0357,classguard_v2_external_frozen_1,classroom,8.2653,7.4006,3.6849,61.168489,225.397698,0.895386,N,0,0.25991,0.0,clear_double,medium_insulation,0.5,0.35,0.45,2.8,0.7,0.78,1
base_0358,Sanliurfa,Sanliurfa_base_0358,ext_sanliurfa_0358,classguard_v2_external_frozen_1,classroom,8.2535,10.0576,3.3412,83.011054,277.353461,1.218583,E,90,0.31878,0.0,low_e_double,medium_insulation,0.5,0.35,0.45,1.6,0.55,0.7,1
base_0359,Sanliurfa,Sanliurfa_base_0359,ext_sanliurfa_0359,classguard_v2_external_frozen_1,classroom,7.953,10.3443,3.2939,82.268694,270.985159,1.300682,S,180,0.27514,0.0,high_performance_double,low_insulation,0.8,0.6,0.7,1.2,0.4,0.62,1
base_0360,Sanliurfa,Sanliurfa_base_0360,ext_sanliurfa_0360,classguard_v2_external_frozen_1,classroom,6.3603,8.4275,3.519,53.601561,188.624897,1.325004,N,0,0.41242,0.0,clear_double,high_insulation,0.3,0.2,0.3,2.8,0.7,0.78,1
